"Label (Grouping)","Bath County, Kentucky!!Total!!Estimate","Bath County, Kentucky!!Percent!!Estimate","Bath County, Kentucky!!Male!!Estimate","Bath County, Kentucky!!Percent Male!!Estimate","Bath County, Kentucky!!Female!!Estimate","Bath County, Kentucky!!Percent Female!!Estimate","Boyd County, Kentucky!!Total!!Estimate","Boyd County, Kentucky!!Percent!!Estimate","Boyd County, Kentucky!!Male!!Estimate","Boyd County, Kentucky!!Percent Male!!Estimate","Boyd County, Kentucky!!Female!!Estimate","Boyd County, Kentucky!!Percent Female!!Estimate","Bracken County, Kentucky!!Total!!Estimate","Bracken County, Kentucky!!Percent!!Estimate","Bracken County, Kentucky!!Male!!Estimate","Bracken County, Kentucky!!Percent Male!!Estimate","Bracken County, Kentucky!!Female!!Estimate","Bracken County, Kentucky!!Percent Female!!Estimate","Breathitt County, Kentucky!!Total!!Estimate","Breathitt County, Kentucky!!Percent!!Estimate","Breathitt County, Kentucky!!Male!!Estimate","Breathitt County, Kentucky!!Percent Male!!Estimate","Breathitt County, Kentucky!!Female!!Estimate","Breathitt County, Kentucky!!Percent Female!!Estimate","Carter County, Kentucky!!Total!!Estimate","Carter County, Kentucky!!Percent!!Estimate","Carter County, Kentucky!!Male!!Estimate","Carter County, Kentucky!!Percent Male!!Estimate","Carter County, Kentucky!!Female!!Estimate","Carter County, Kentucky!!Percent Female!!Estimate","Elliott County, Kentucky!!Total!!Estimate","Elliott County, Kentucky!!Percent!!Estimate","Elliott County, Kentucky!!Male!!Estimate","Elliott County, Kentucky!!Percent Male!!Estimate","Elliott County, Kentucky!!Female!!Estimate","Elliott County, Kentucky!!Percent Female!!Estimate","Fleming County, Kentucky!!Total!!Estimate","Fleming County, Kentucky!!Percent!!Estimate","Fleming County, Kentucky!!Male!!Estimate","Fleming County, Kentucky!!Percent Male!!Estimate","Fleming County, Kentucky!!Female!!Estimate","Fleming County, Kentucky!!Percent Female!!Estimate","Floyd County, Kentucky!!Total!!Estimate","Floyd County, Kentucky!!Percent!!Estimate","Floyd County, Kentucky!!Male!!Estimate","Floyd County, Kentucky!!Percent Male!!Estimate","Floyd County, Kentucky!!Female!!Estimate","Floyd County, Kentucky!!Percent Female!!Estimate","Greenup County, Kentucky!!Total!!Estimate","Greenup County, Kentucky!!Percent!!Estimate","Greenup County, Kentucky!!Male!!Estimate","Greenup County, Kentucky!!Percent Male!!Estimate","Greenup County, Kentucky!!Female!!Estimate","Greenup County, Kentucky!!Percent Female!!Estimate","Johnson County, Kentucky!!Total!!Estimate","Johnson County, Kentucky!!Percent!!Estimate","Johnson County, Kentucky!!Male!!Estimate","Johnson County, Kentucky!!Percent Male!!Estimate","Johnson County, Kentucky!!Female!!Estimate","Johnson County, Kentucky!!Percent Female!!Estimate","Knott County, Kentucky!!Total!!Estimate","Knott County, Kentucky!!Percent!!Estimate","Knott County, Kentucky!!Male!!Estimate","Knott County, Kentucky!!Percent Male!!Estimate","Knott County, Kentucky!!Female!!Estimate","Knott County, Kentucky!!Percent Female!!Estimate","Lawrence County, Kentucky!!Total!!Estimate","Lawrence County, Kentucky!!Percent!!Estimate","Lawrence County, Kentucky!!Male!!Estimate","Lawrence County, Kentucky!!Percent Male!!Estimate","Lawrence County, Kentucky!!Female!!Estimate","Lawrence County, Kentucky!!Percent Female!!Estimate","Lee County, Kentucky!!Total!!Estimate","Lee County, Kentucky!!Percent!!Estimate","Lee County, Kentucky!!Male!!Estimate","Lee County, Kentucky!!Percent Male!!Estimate","Lee County, Kentucky!!Female!!Estimate","Lee County, Kentucky!!Percent Female!!Estimate","Leslie County, Kentucky!!Total!!Estimate","Leslie County, Kentucky!!Percent!!Estimate","Leslie County, Kentucky!!Male!!Estimate","Leslie County, Kentucky!!Percent Male!!Estimate","Leslie County, Kentucky!!Female!!Estimate","Leslie County, Kentucky!!Percent Female!!Estimate","Letcher County, Kentucky!!Total!!Estimate","Letcher County, Kentucky!!Percent!!Estimate","Letcher County, Kentucky!!Male!!Estimate","Letcher County, Kentucky!!Percent Male!!Estimate","Letcher County, Kentucky!!Female!!Estimate","Letcher County, Kentucky!!Percent Female!!Estimate","Lewis County, Kentucky!!Total!!Estimate","Lewis County, Kentucky!!Percent!!Estimate","Lewis County, Kentucky!!Male!!Estimate","Lewis County, Kentucky!!Percent Male!!Estimate","Lewis County, Kentucky!!Female!!Estimate","Lewis County, Kentucky!!Percent Female!!Estimate","Magoffin County, Kentucky!!Total!!Estimate","Magoffin County, Kentucky!!Percent!!Estimate","Magoffin County, Kentucky!!Male!!Estimate","Magoffin County, Kentucky!!Percent Male!!Estimate","Magoffin County, Kentucky!!Female!!Estimate","Magoffin County, Kentucky!!Percent Female!!Estimate","Martin County, Kentucky!!Total!!Estimate","Martin County, Kentucky!!Percent!!Estimate","Martin County, Kentucky!!Male!!Estimate","Martin County, Kentucky!!Percent Male!!Estimate","Martin County, Kentucky!!Female!!Estimate","Martin County, Kentucky!!Percent Female!!Estimate","Mason County, Kentucky!!Total!!Estimate","Mason County, Kentucky!!Percent!!Estimate","Mason County, Kentucky!!Male!!Estimate","Mason County, Kentucky!!Percent Male!!Estimate","Mason County, Kentucky!!Female!!Estimate","Mason County, Kentucky!!Percent Female!!Estimate","Menifee County, Kentucky!!Total!!Estimate","Menifee County, Kentucky!!Percent!!Estimate","Menifee County, Kentucky!!Male!!Estimate","Menifee County, Kentucky!!Percent Male!!Estimate","Menifee County, Kentucky!!Female!!Estimate","Menifee County, Kentucky!!Percent Female!!Estimate","Montgomery County, Kentucky!!Total!!Estimate","Montgomery County, Kentucky!!Percent!!Estimate","Montgomery County, Kentucky!!Male!!Estimate","Montgomery County, Kentucky!!Percent Male!!Estimate","Montgomery County, Kentucky!!Female!!Estimate","Montgomery County, Kentucky!!Percent Female!!Estimate","Morgan County, Kentucky!!Total!!Estimate","Morgan County, Kentucky!!Percent!!Estimate","Morgan County, Kentucky!!Male!!Estimate","Morgan County, Kentucky!!Percent Male!!Estimate","Morgan County, Kentucky!!Female!!Estimate","Morgan County, Kentucky!!Percent Female!!Estimate","Owsley County, Kentucky!!Total!!Estimate","Owsley County, Kentucky!!Percent!!Estimate","Owsley County, Kentucky!!Male!!Estimate","Owsley County, Kentucky!!Percent Male!!Estimate","Owsley County, Kentucky!!Female!!Estimate","Owsley County, Kentucky!!Percent Female!!Estimate","Perry County, Kentucky!!Total!!Estimate","Perry County, Kentucky!!Percent!!Estimate","Perry County, Kentucky!!Male!!Estimate","Perry County, Kentucky!!Percent Male!!Estimate","Perry County, Kentucky!!Female!!Estimate","Perry County, Kentucky!!Percent Female!!Estimate","Pike County, Kentucky!!Total!!Estimate","Pike County, Kentucky!!Percent!!Estimate","Pike County, Kentucky!!Male!!Estimate","Pike County, Kentucky!!Percent Male!!Estimate","Pike County, Kentucky!!Female!!Estimate","Pike County, Kentucky!!Percent Female!!Estimate","Robertson County, Kentucky!!Total!!Estimate","Robertson County, Kentucky!!Percent!!Estimate","Robertson County, Kentucky!!Male!!Estimate","Robertson County, Kentucky!!Percent Male!!Estimate","Robertson County, Kentucky!!Female!!Estimate","Robertson County, Kentucky!!Percent Female!!Estimate","Rowan County, Kentucky!!Total!!Estimate","Rowan County, Kentucky!!Percent!!Estimate","Rowan County, Kentucky!!Male!!Estimate","Rowan County, Kentucky!!Percent Male!!Estimate","Rowan County, Kentucky!!Female!!Estimate","Rowan County, Kentucky!!Percent Female!!Estimate","Wolfe County, Kentucky!!Total!!Estimate","Wolfe County, Kentucky!!Percent!!Estimate","Wolfe County, Kentucky!!Male!!Estimate","Wolfe County, Kentucky!!Percent Male!!Estimate","Wolfe County, Kentucky!!Female!!Estimate","Wolfe County, Kentucky!!Percent Female!!Estimate"
"        16 years and over","9,822","77.1%","4,925","76.5%","4,897","77.7%","39,136","81.1%","19,521","80.7%","19,615","81.5%","6,676","79.3%","3,315","78.2%","3,361","80.4%","11,087","81.6%","5,560","81.0%","5,527","82.3%","21,493","80.6%","10,665","79.9%","10,828","81.2%","6,158","83.5%","3,635","86.0%","2,523","80.1%","11,908","78.8%","5,945","78.5%","5,963","79.1%","28,704","80.2%","13,889","79.2%","14,815","81.2%","29,276","81.7%","14,236","80.8%","15,040","82.4%","18,162","80.3%","8,914","78.7%","9,248","81.8%","11,795","82.6%","5,857","82.5%","5,938","82.7%","12,710","78.3%","6,237","76.5%","6,473","80.1%","6,008","81.9%","3,453","82.5%","2,555","81.0%","8,483","81.0%","4,203","80.1%","4,280","82.0%","17,392","80.9%","8,546","79.9%","8,846","82.0%","10,474","80.2%","5,208","80.4%","5,266","79.9%","9,300","79.8%","4,690","79.7%","4,610","80.0%","9,438","83.5%","5,327","83.5%","4,111","83.6%","13,532","79.3%","6,531","78.1%","7,001","80.5%","4,891","79.2%","2,540","77.3%","2,351","81.3%","22,410","79.5%","10,633","77.6%","11,777","81.3%","11,641","84.1%","6,810","85.1%","4,831","82.7%","3,439","84.8%","1,639","81.6%","1,800","88.0%","22,377","79.5%","10,967","78.9%","11,410","80.1%","47,814","82.2%","23,594","82.0%","24,220","82.3%","1,708","77.4%","812","86.0%","896","70.9%","20,458","83.3%","9,961","83.4%","10,497","83.2%","5,284","80.4%","2,673","77.7%","2,611","83.4%"
"        18 years and over","9,528","74.8%","4,752","73.9%","4,776","75.7%","37,861","78.5%","18,810","77.8%","19,051","79.2%","6,441","76.5%","3,214","75.8%","3,227","77.2%","10,808","79.6%","5,410","78.8%","5,398","80.4%","20,772","77.9%","10,184","76.3%","10,588","79.4%","6,099","82.7%","3,611","85.4%","2,488","79.0%","11,416","75.5%","5,701","75.3%","5,715","75.8%","27,850","77.8%","13,438","76.6%","14,412","79.0%","28,169","78.6%","13,624","77.4%","14,545","79.7%","17,635","77.9%","8,678","76.6%","8,957","79.2%","11,419","80.0%","5,632","79.3%","5,787","80.6%","12,233","75.4%","5,989","73.5%","6,244","77.3%","5,844","79.6%","3,342","79.9%","2,502","79.3%","8,229","78.6%","4,064","77.4%","4,165","79.8%","16,874","78.5%","8,265","77.2%","8,609","79.8%","10,073","77.1%","4,984","77.0%","5,089","77.2%","9,035","77.6%","4,536","77.0%","4,499","78.1%","9,115","80.7%","5,147","80.6%","3,968","80.7%","13,172","77.2%","6,414","76.7%","6,758","77.7%","4,811","77.9%","2,508","76.4%","2,303","79.7%","21,647","76.8%","10,262","74.9%","11,385","78.6%","11,248","81.3%","6,567","82.1%","4,681","80.2%","3,303","81.5%","1,531","76.2%","1,772","86.7%","21,549","76.6%","10,467","75.3%","11,082","77.8%","46,316","79.6%","22,812","79.3%","23,504","79.9%","1,647","74.6%","787","83.4%","860","68.1%","19,775","80.5%","9,590","80.3%","10,185","80.8%","5,070","77.1%","2,460","71.5%","2,610","83.4%"
"        21 years and over","9,108","71.5%","4,460","69.3%","4,648","73.7%","36,565","75.8%","18,105","74.9%","18,460","76.7%","6,178","73.4%","3,104","73.2%","3,074","73.5%","10,348","76.2%","5,080","74.0%","5,268","78.5%","19,629","73.6%","9,630","72.2%","9,999","75.0%","5,924","80.3%","3,440","81.3%","2,484","78.9%","10,875","72.0%","5,393","71.2%","5,482","72.8%","26,512","74.1%","12,744","72.7%","13,768","75.5%","26,872","75.0%","12,897","73.2%","13,975","76.6%","16,835","74.4%","8,171","72.1%","8,664","76.6%","10,709","75.0%","5,260","74.1%","5,449","75.9%","11,680","72.0%","5,677","69.7%","6,003","74.3%","5,543","75.5%","3,125","74.7%","2,418","76.6%","7,761","74.1%","3,874","73.8%","3,887","74.5%","16,251","75.6%","7,906","73.9%","8,345","77.4%","9,709","74.3%","4,765","73.6%","4,944","75.0%","8,544","73.4%","4,308","73.2%","4,236","73.6%","8,773","77.7%","5,044","79.0%","3,729","75.9%","12,555","73.6%","6,167","73.7%","6,388","73.4%","4,675","75.7%","2,441","74.3%","2,234","77.3%","20,691","73.4%","9,763","71.3%","10,928","75.4%","10,719","77.4%","6,186","77.3%","4,533","77.6%","3,188","78.6%","1,451","72.2%","1,737","84.9%","20,491","72.8%","9,909","71.3%","10,582","74.3%","44,222","76.0%","21,514","74.8%","22,708","77.2%","1,610","72.9%","760","80.5%","850","67.3%","17,110","69.7%","8,406","70.4%","8,704","69.0%","4,755","72.3%","2,339","68.0%","2,416","77.2%"
"        60 years and over","3,099","24.3%","1,477","23.0%","1,622","25.7%","12,860","26.7%","5,671","23.4%","7,189","29.9%","2,024","24.0%","973","23.0%","1,051","25.1%","3,472","25.6%","1,621","23.6%","1,851","27.6%","7,046","26.4%","3,322","24.9%","3,724","27.9%","1,934","26.2%","943","22.3%","991","31.5%","3,811","25.2%","1,827","24.1%","1,984","26.3%","9,394","26.3%","4,188","23.9%","5,206","28.5%","10,249","28.6%","4,611","26.2%","5,638","30.9%","5,800","25.6%","2,752","24.3%","3,048","27.0%","3,783","26.5%","1,842","25.9%","1,941","27.0%","4,008","24.7%","1,847","22.7%","2,161","26.7%","1,687","23.0%","824","19.7%","863","27.4%","2,738","26.2%","1,222","23.3%","1,516","29.0%","5,768","26.8%","2,689","25.1%","3,079","28.5%","3,396","26.0%","1,531","23.6%","1,865","28.3%","3,128","26.9%","1,480","25.1%","1,648","28.6%","2,750","24.3%","1,237","19.4%","1,513","30.8%","4,416","25.9%","1,999","23.9%","2,417","27.8%","1,795","29.1%","922","28.1%","873","30.2%","6,072","21.5%","2,526","18.4%","3,546","24.5%","3,470","25.1%","1,758","22.0%","1,712","29.3%","1,337","33.0%","574","28.6%","763","37.3%","6,808","24.2%","3,233","23.3%","3,575","25.1%","15,306","26.3%","6,870","23.9%","8,436","28.7%","519","23.5%","252","26.7%","267","21.1%","4,651","18.9%","2,174","18.2%","2,477","19.6%","1,811","27.6%","923","26.8%","888","28.4%"
"        62 years and over","2,836","22.3%","1,311","20.4%","1,525","24.2%","11,640","24.1%","4,996","20.7%","6,644","27.6%","1,765","21.0%","842","19.9%","923","22.1%","3,158","23.3%","1,374","20.0%","1,784","26.6%","6,408","24.0%","3,039","22.8%","3,369","25.3%","1,759","23.8%","833","19.7%","926","29.4%","3,309","21.9%","1,638","21.6%","1,671","22.2%","8,407","23.5%","3,686","21.0%","4,721","25.9%","9,381","26.2%","4,233","24.0%","5,148","28.2%","5,191","22.9%","2,541","22.4%","2,650","23.4%","3,307","23.2%","1,569","22.1%","1,738","24.2%","3,524","21.7%","1,646","20.2%","1,878","23.2%","1,475","20.1%","686","16.4%","789","25.0%","2,455","23.5%","1,060","20.2%","1,395","26.7%","5,152","24.0%","2,415","22.6%","2,737","25.4%","3,056","23.4%","1,353","20.9%","1,703","25.9%","2,714","23.3%","1,250","21.2%","1,464","25.4%","2,400","21.2%","1,098","17.2%","1,302","26.5%","4,100","24.0%","1,844","22.0%","2,256","25.9%","1,660","26.9%","849","25.9%","811","28.1%","5,512","19.6%","2,225","16.2%","3,287","22.7%","3,054","22.1%","1,603","20.0%","1,451","24.8%","1,129","27.8%","469","23.3%","660","32.3%","6,079","21.6%","2,789","20.1%","3,290","23.1%","13,859","23.8%","6,183","21.5%","7,676","26.1%","479","21.7%","230","24.4%","249","19.7%","4,027","16.4%","1,767","14.8%","2,260","17.9%","1,566","23.8%","779","22.6%","787","25.1%"
"        65 years and over","2,151","16.9%","964","15.0%","1,187","18.8%","9,619","19.9%","4,236","17.5%","5,383","22.4%","1,434","17.0%","679","16.0%","755","18.1%","2,433","17.9%","1,091","15.9%","1,342","20.0%","5,221","19.6%","2,403","18.0%","2,818","21.1%","1,510","20.5%","729","17.2%","781","24.8%","2,751","18.2%","1,289","17.0%","1,462","19.4%","6,727","18.8%","3,009","17.2%","3,718","20.4%","7,682","21.4%","3,365","19.1%","4,317","23.7%","4,193","18.5%","1,958","17.3%","2,235","19.8%","2,797","19.6%","1,293","18.2%","1,504","20.9%","2,952","18.2%","1,338","16.4%","1,614","20.0%","1,287","17.5%","631","15.1%","656","20.8%","1,920","18.3%","874","16.7%","1,046","20.0%","4,323","20.1%","1,965","18.4%","2,358","21.9%","2,465","18.9%","1,169","18.1%","1,296","19.7%","2,118","18.2%","982","16.7%","1,136","19.7%","1,943","17.2%","902","14.1%","1,041","21.2%","3,244","19.0%","1,482","17.7%","1,762","20.3%","1,279","20.7%","620","18.9%","659","22.8%","4,731","16.8%","1,991","14.5%","2,740","18.9%","2,364","17.1%","1,158","14.5%","1,206","20.7%","893","22.0%","373","18.6%","520","25.4%","4,779","17.0%","2,245","16.2%","2,534","17.8%","11,165","19.2%","4,954","17.2%","6,211","21.1%","395","17.9%","202","21.4%","193","15.3%","3,427","14.0%","1,498","12.5%","1,929","15.3%","1,294","19.7%","591","17.2%","703","22.5%"
"        75 years and over","850","6.7%","356","5.5%","494","7.8%","3,898","8.1%","1,536","6.4%","2,362","9.8%","537","6.4%","226","5.3%","311","7.4%","844","6.2%","334","4.9%","510","7.6%","2,101","7.9%","887","6.6%","1,214","9.1%","641","8.7%","285","6.7%","356","11.3%","1,060","7.0%","475","6.3%","585","7.8%","2,427","6.8%","964","5.5%","1,463","8.0%","3,203","8.9%","1,311","7.4%","1,892","10.4%","1,586","7.0%","671","5.9%","915","8.1%","1,042","7.3%","412","5.8%","630","8.8%","1,048","6.5%","448","5.5%","600","7.4%","432","5.9%","187","4.5%","245","7.8%","743","7.1%","301","5.7%","442","8.5%","1,580","7.4%","662","6.2%","918","8.5%","993","7.6%","450","6.9%","543","8.2%","805","6.9%","353","6.0%","452","7.8%","719","6.4%","295","4.6%","424","8.6%","1,167","6.8%","449","5.4%","718","8.3%","604","9.8%","243","7.4%","361","12.5%","1,782","6.3%","698","5.1%","1,084","7.5%","826","6.0%","369","4.6%","457","7.8%","255","6.3%","103","5.1%","152","7.4%","1,744","6.2%","784","5.6%","960","6.7%","4,173","7.2%","1,695","5.9%","2,478","8.4%","176","8.0%","90","9.5%","86","6.8%","1,410","5.7%","587","4.9%","823","6.5%","509","7.7%","198","5.8%","311","9.9%"
"    SUMMARY INDICATORS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Median age (years)","39.5","(X)","37.5","(X)","41.4","(X)","42.1","(X)","40.5","(X)","44.1","(X)","41.7","(X)","42.4","(X)","39.4","(X)","42.7","(X)","41.4","(X)","44.2","(X)","41.9","(X)","40.5","(X)","43.4","(X)","43.6","(X)","41.2","(X)","46.3","(X)","40.8","(X)","39.7","(X)","41.4","(X)","42.9","(X)","41.4","(X)","44.4","(X)","43.8","(X)","41.9","(X)","45.9","(X)","41.7","(X)","40.4","(X)","43.1","(X)","44.2","(X)","43.1","(X)","44.8","(X)","41.2","(X)","40.5","(X)","41.9","(X)","41.8","(X)","40.4","(X)","45.3","(X)","43.2","(X)","42.7","(X)","43.7","(X)","42.7","(X)","41.2","(X)","45.3","(X)","42.5","(X)","42.7","(X)","42.2","(X)","41.4","(X)","41.3","(X)","43.3","(X)","39.8","(X)","37.1","(X)","46.3","(X)","42.1","(X)","40.4","(X)","43.3","(X)","43.4","(X)","40.9","(X)","45.2","(X)","40.5","(X)","38.2","(X)","42.1","(X)","42.3","(X)","40.1","(X)","44.9","(X)","48.0","(X)","43.9","(X)","50.7","(X)","41.3","(X)","40.3","(X)","42.5","(X)","42.5","(X)","40.2","(X)","44.7","(X)","39.0","(X)","45.8","(X)","36.5","(X)","30.6","(X)","30.2","(X)","31.2","(X)","41.0","(X)","35.5","(X)","46.6","(X)"
"        Sex ratio (males per 100 females)","102.0","(X)","(X)","(X)","(X)","(X)","100.6","(X)","(X)","(X)","(X)","(X)","101.3","(X)","(X)","(X)","(X)","(X)","102.2","(X)","(X)","(X)","(X)","(X)","100.1","(X)","(X)","(X)","(X)","(X)","134.3","(X)","(X)","(X)","(X)","(X)","100.5","(X)","(X)","(X)","(X)","(X)","96.1","(X)","(X)","(X)","(X)","(X)","96.5","(X)","(X)","(X)","(X)","(X)","100.2","(X)","(X)","(X)","(X)","(X)","98.9","(X)","(X)","(X)","(X)","(X)","100.8","(X)","(X)","(X)","(X)","(X)","132.6","(X)","(X)","(X)","(X)","(X)","100.6","(X)","(X)","(X)","(X)","(X)","99.2","(X)","(X)","(X)","(X)","(X)","98.3","(X)","(X)","(X)","(X)","(X)","102.2","(X)","(X)","(X)","(X)","(X)","129.8","(X)","(X)","(X)","(X)","(X)","96.2","(X)","(X)","(X)","(X)","(X)","113.6","(X)","(X)","(X)","(X)","(X)","94.6","(X)","(X)","(X)","(X)","(X)","137.0","(X)","(X)","(X)","(X)","(X)","98.2","(X)","(X)","(X)","(X)","(X)","97.5","(X)","(X)","(X)","(X)","(X)","97.8","(X)","(X)","(X)","(X)","(X)","74.7","(X)","(X)","(X)","(X)","(X)","94.7","(X)","(X)","(X)","(X)","(X)","109.9","(X)","(X)","(X)","(X)","(X)"
"        Age dependency ratio","72.7","(X)","(X)","(X)","(X)","(X)","70.8","(X)","(X)","(X)","(X)","(X)","68.2","(X)","(X)","(X)","(X)","(X)","62.1","(X)","(X)","(X)","(X)","(X)","71.5","(X)","(X)","(X)","(X)","(X)","60.8","(X)","(X)","(X)","(X)","(X)","74.4","(X)","(X)","(X)","(X)","(X)","69.4","(X)","(X)","(X)","(X)","(X)","75.0","(X)","(X)","(X)","(X)","(X)","68.4","(X)","(X)","(X)","(X)","(X)","65.6","(X)","(X)","(X)","(X)","(X)","74.9","(X)","(X)","(X)","(X)","(X)","61.0","(X)","(X)","(X)","(X)","(X)","65.9","(X)","(X)","(X)","(X)","(X)","71.2","(X)","(X)","(X)","(X)","(X)","71.7","(X)","(X)","(X)","(X)","(X)","68.4","(X)","(X)","(X)","(X)","(X)","57.5","(X)","(X)","(X)","(X)","(X)","71.9","(X)","(X)","(X)","(X)","(X)","74.8","(X)","(X)","(X)","(X)","(X)","66.6","(X)","(X)","(X)","(X)","(X)","55.8","(X)","(X)","(X)","(X)","(X)","68.2","(X)","(X)","(X)","(X)","(X)","67.8","(X)","(X)","(X)","(X)","(X)","65.6","(X)","(X)","(X)","(X)","(X)","76.3","(X)","(X)","(X)","(X)","(X)","50.2","(X)","(X)","(X)","(X)","(X)","74.1","(X)","(X)","(X)","(X)","(X)"
"        Old-age dependency ratio","29.2","(X)","(X)","(X)","(X)","(X)","34.1","(X)","(X)","(X)","(X)","(X)","28.6","(X)","(X)","(X)","(X)","(X)","29.1","(X)","(X)","(X)","(X)","(X)","33.6","(X)","(X)","(X)","(X)","(X)","32.9","(X)","(X)","(X)","(X)","(X)","31.7","(X)","(X)","(X)","(X)","(X)","31.8","(X)","(X)","(X)","(X)","(X)","37.5","(X)","(X)","(X)","(X)","(X)","31.2","(X)","(X)","(X)","(X)","(X)","32.4","(X)","(X)","(X)","(X)","(X)","31.8","(X)","(X)","(X)","(X)","(X)","28.2","(X)","(X)","(X)","(X)","(X)","30.4","(X)","(X)","(X)","(X)","(X)","34.4","(X)","(X)","(X)","(X)","(X)","32.4","(X)","(X)","(X)","(X)","(X)","30.6","(X)","(X)","(X)","(X)","(X)","27.1","(X)","(X)","(X)","(X)","(X)","32.7","(X)","(X)","(X)","(X)","(X)","36.2","(X)","(X)","(X)","(X)","(X)","28.0","(X)","(X)","(X)","(X)","(X)","26.6","(X)","(X)","(X)","(X)","(X)","37.1","(X)","(X)","(X)","(X)","(X)","28.5","(X)","(X)","(X)","(X)","(X)","31.8","(X)","(X)","(X)","(X)","(X)","31.5","(X)","(X)","(X)","(X)","(X)","21.0","(X)","(X)","(X)","(X)","(X)","34.3","(X)","(X)","(X)","(X)","(X)"
"        Child dependency ratio","43.5","(X)","(X)","(X)","(X)","(X)","36.8","(X)","(X)","(X)","(X)","(X)","39.5","(X)","(X)","(X)","(X)","(X)","33.1","(X)","(X)","(X)","(X)","(X)","37.9","(X)","(X)","(X)","(X)","(X)","27.9","(X)","(X)","(X)","(X)","(X)","42.6","(X)","(X)","(X)","(X)","(X)","37.5","(X)","(X)","(X)","(X)","(X)","37.5","(X)","(X)","(X)","(X)","(X)","37.2","(X)","(X)","(X)","(X)","(X)","33.2","(X)","(X)","(X)","(X)","(X)","43.0","(X)","(X)","(X)","(X)","(X)","32.8","(X)","(X)","(X)","(X)","(X)","35.5","(X)","(X)","(X)","(X)","(X)","36.8","(X)","(X)","(X)","(X)","(X)","39.3","(X)","(X)","(X)","(X)","(X)","37.8","(X)","(X)","(X)","(X)","(X)","30.4","(X)","(X)","(X)","(X)","(X)","39.2","(X)","(X)","(X)","(X)","(X)","38.6","(X)","(X)","(X)","(X)","(X)","38.7","(X)","(X)","(X)","(X)","(X)","29.2","(X)","(X)","(X)","(X)","(X)","31.2","(X)","(X)","(X)","(X)","(X)","39.3","(X)","(X)","(X)","(X)","(X)","33.8","(X)","(X)","(X)","(X)","(X)","44.7","(X)","(X)","(X)","(X)","(X)","29.2","(X)","(X)","(X)","(X)","(X)","39.8","(X)","(X)","(X)","(X)","(X)"
"    PERCENT ALLOCATED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Sex","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","0.1%","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","0.1%","(X)","(X)","(X)","(X)","(X)","0.1%","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","0.1%","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","0.1%","(X)","(X)","(X)","(X)","(X)","0.2%","(X)","(X)","(X)","(X)","(X)","0.4%","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","0.1%","(X)","(X)","(X)","(X)","(X)","0.1%","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","0.3%","(X)","(X)","(X)","(X)","(X)","0.1%","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)"
